
str_no_string|NO STRING!
str_rumor_talki_myst_18|他 告 诉 我 又 有 一 支 商 队 被 入 侵 者 们 给 团 灭 了 ， 虽 然 在 这 年 头 也 不 算 稀 奇 ， 但 是 这 支 商 队 ？ 这 可 是 发 生 在 巴 兰 利 南 面 哪 。 比 以 前 遇 袭 的 地 方 都 远 。 再 这 样 下 去 他 们 就 能 和 那 些 吃 树 叶 的 诺 多 人 会 合 了 ！ 而 我 们 则 被 夹 在 中 间 。 
str_rumor_talki_myst_19|他 告 诉 我 注 意 一 下 你 ， {playername}。 最 近 你 成 为 了 迷 雾 山 民 的 热 门 话 题 了 。 另 外 这 可 不 代 表 你 在 他 们 中 很 有 人 气 ， 明 白 我 的 话 吧 ？ 
str_rumor_talki_myst_20|他 说 他 刚 从 一 场 抗 击 一 直 以 来 危 害 杜 根 的 迷 雾 山 入 侵 者 的 战 役 中 凯 旋 归 来 。 你 知 道 那 些 迷 雾 山 的 人 从 不 吃 肉 吗 ？ 他 们 只 吃 马 奶 做 的 奶 酪 和 粗 物 资 。 我 想 他 们 大 概 把 肉 留 给 维 约 维 斯 神 或 是 别 的 什 么 了 吧 。 
str_rumor_talki_noldor1_1|他 说 他 曾 在 雾 笼 城 遇 到 一 些 巴 克 利 商 人 ， 那 时 候 他 们 刚 刚 登 陆 ， 后 来 他 们 为 了 购 买 诺 多 工 艺 品 而 离 开 了 海 岸 ， 但 是 最 后 被 迦 图 人 伏 击 并 杀 死 了 。 
str_rumor_talki_noldor1_2|他 听 一 个 商 人 说 ， 诺 多 精 灵 们 对 于 不 得 不 对 人 类 出 售 商 品 这 一 事 实 感 到 不 满 ， 我 猜 他 们 应 该 是 觉 得 我 们 配 不 上 他 们 的 产 品 。 
str_rumor_talki_noldor1_3|他 偶 然 间 听 到 拉 蒙 说 ， 每 当 他 捕 获 到 诺 多 精 灵 女 子 时 ， 都 不 会 公 开 售 卖 ， 他 把 诺 多 姑 娘 们 关 在 自 己 的 “ 私 人 储 藏 室 ” 里 ， 为 最 好 的 客 户 保 留 着 ， 并 因 此 赚 到 了 大 把 的 第 纳 尔 。 
str_rumor_talki_noldor1_4|他 在 思 源 城 听 说 ， 一 位 帝 国 领 主 从 一 群 拜 蛇 教 徒 手 里 解 救 了 一 些 诺 多 游 侠 ， 并 邀 请 他 们 加 入 了 他 的 队 伍 。 多 幸 运 的 家 伙 ！ 有 他 们 在 城 墙 上 ， 他 的 城 堡 面 对 围 攻 时 就 安 全 多 了 。 
str_rumor_talki_noldor1_5|他 听 一 个 被 抓 的 小 偷 讲 ， 一 位 烈 狮 境 领 主 从 红 色 兄 弟 会 手 里 买 了 一 个 诺 多 少 女 游 侠 ， 然 后 把 她 锁 在 自 己 城 堡 的 塔 楼 里 ， 我 不 知 道 那 位 领 主 的 夫 人 怎 么 看 待 这 件 事 。 
str_rumor_talki_noldor1_6|他 从 一 个 大 臣 那 里 听 到 ， 帝 国 的 马 略 皇 帝 曾 经 从 拜 蛇 教 手 中 解 救 了 一 些 诺 多 贵 族 骑 士 ， 但 当 他 试 图 雇 佣 他 们 时 ， 他 们 却 羞 辱 嘲 笑 了 他 一 番 ， 然 后 跑 回 森 林 里 去 了 。 
str_rumor_talki_noldor1_7|他 在 博 识 城 听 说 ， 一 位 音 乐 家 愿 意 出 高 价 购 买 一 支 诺 多 精 灵 制 造 的 笛 子 ， 但 却 找 不 到 有 卖 的 。 
str_rumor_talki_noldor1_8|他 听 过 一 个 吟 游 诗 人 弹 奏 诺 多 鲁 特 琴 ， 并 认 为 那 是 他 所 听 过 的 最 美 妙 的 乐 章 。 
str_rumor_talki_noldor1_9|他 说 他 在 长 河 镇 听 到 诺 多 精 灵 消 灭 了 很 多 迦 图 部 队 ， 我 想 ， 如 果 忽 略 他 们 本 身 就 是 个 缺 点 的 话 ， 那 些 精 灵 有 时 候 还 是 很 有 用 的 。 
str_rumor_talki_noldor1_10|他 在 帝 国 时 听 说 ， 军 团 士 兵 们 都 讨 厌 与 诺 多 精 灵 交 战 ， 因 为 伤 亡 实 在 太 高 了 ， 即 便 他 们 的 兵 力 是 精 灵 的 三 倍 。 
str_rumor_talki_noldor1_11|他 听 说 ， 为 了 追 捕 拜 蛇 教 军 团 ， 诺 多 精 灵 的 冒 险 队 正 深 入 帝 国 内 部 。 我 祈 祷 他 们 能 把 拜 蛇 教 全 部 干 掉 ， 但 这 实 在 是 一 种 奢 望 。 
str_rumor_talki_noldor1_12|他 听 说 诺 多 精 灵 会 在 杀 掉 强 盗 和 迦 图 人 之 后 征 募 那 些 被 解 放 了 的 农 民 ， 有 时 候 甚 至 会 趁 领 主 们 不 注 意 潜 入 帝 国 招 募 新 兵 。 
str_rumor_talki_noldor1_13|他 听 到 传 言 说 诺 多 精 灵 正 推 举 一 些 新 的 领 主 ， 而 这 些 人 痛 恨 迦 图 人 的 程 度 更 胜 过 讨 厌 其 余 人 类 。 
str_rumor_talki_noldor1_14|他 听 一 个 烈 狮 境 戟 兵 说 ， 他 宁 愿 面 对 50个 迦 图 人 也 不 愿 面 对 10个 诺 多 精 灵 ， 那 些 精 灵 从 来 不 会 错 失 目 标 ， 并 且 射 程 比 烈 狮 境 长 弓 手 更 远 。 
str_rumor_talki_noldor1_15|他 听 长 歌 港 的 一 位 收 藏 家 声 称 ， 他 愿 意 为 他 能 够 得 到 手 的 任 意 一 件 诺 多 工 艺 品 支 付 巨 款 。 
str_rumor_talki_noldor1_16|他 听 商 人 们 说 ， 最 近 很 难 获 得 诺 多 商 品 了 ， 诺 多 精 灵 现 在 更 加 的 不 愿 让 商 品 流 出 ， 有 时 甚 至 拒 绝 与 之 前 的 老 主 顾 们 交 易 。 
str_rumor_talki_noldor1_17|他 听 说 了 在 长 河 镇 举 行 的 一 场 拍 卖 会 ， 只 有 领 主 们 有 资 格 应 邀 参 加 ， 听 说 入 场 费 就 要 1000第 纳 尔 ， 目 前 红 色 兄 弟 会 正 在 拍 卖 诺 多 少 女 游 侠 。 
str_rumor_talki_noldor1_18|他 说 红 色 兄 弟 会 从 一 群 逃 犯 那 买 了 一 个 诺 多 游 侠 ， 但 那 个 游 侠 抢 了 一 把 剑 ， 杀 掉 他 们 6个 人 然 后 逃 走 了 ， 毫 无 疑 问 ， 他 们 至 今 仍 在 哀 痛 这 巨 大 的 利 益 损 失 。 
str_rumor_talki_noldor1_19|他 在 长 河 镇 酒 馆 听 到 一 个 菲 尔 兹 威 的 雇 佣 兵 宣 称 ， 他 宁 愿 在 战 斗 中 同 10个 女 武 神 战 士 较 量 ， 也 不 愿 意 面 对 两 个 诺 多 少 女 游 侠 ， 他 觉 得 他 或 许 能 在 与 女 武 神 的 对 抗 中 存 活 下 来 。 
str_rumor_talki_noldor1_20|他 说 诺 多 和 伽 图 在 晓 炉 城 展 开 了 一 场 大 战 ， 虽 然 双 方 皆 损 失 惨 重 ， 但 诺 多 仍 然 夺 得 了 最 后 的 胜 利 。 
str_rumor_talki_noldor1_21|他 说 谣 传 有 条 秘 密 通 道 可 以 到 达 隐 匿 的 诺 多 城 镇 ， 但 从 来 没 有 人 找 到 过 。 
str_rumor_talki_trav_1|他 说 旅 行 者 的 生 活 从 来 不 会 乏 味 。 从 前 他 是 一 个 磨 坊 主 ， 但 那 种 生 活 太 受 到 局 限 了 ， 他 甚 至 从 未 离 开 过 他 的 村 子 。 某 一 天 ， 他 卖 掉 了 他 的 磨 坊 ， 踏 上 了 旅 途 。 
str_rumor_talki_trav_2|他 说 事 实 上 确 实 存 在 着 由 龙 的 眼 泪 形 成 的 宝 石 ， 他 自 己 就 尝 试 并 且 真 的 获 得 了 一 块 … … 呃 ， 你 不 会 凑 巧 也 有 一 块 吧 ？ 哈 哈 ， 没 关 系 ， 宝 石 什 么 的 说 到 底 无 疑 只 是 些 无 望 的 幻 想 罢 了 。 
str_rumor_talki_trav_3|他 说 诺 多 是 个 非 常 有 意 思 却 很 隐 秘 的 种 族 ， 他 希 望 能 找 到 一 群 精 灵 ， 好 好 的 观 察 并 写 一 本 记 录 他 们 文 化 的 书 。 
str_rumor_talki_trav_4|他 说 : “ 我 最 好 停 止 旅 行 ， 多 跟 人 们 交 流 ， 以 便 为 我 的 书 搜 集 讯 息 ， 《 不 可 思 议 的 神 秘 主 义 者 的 神 秘 思 想 》 ， 这 是 一 位 被 叫 做 马 迪 甘 的 先 贤 智 慧 的 结 晶 。 ” 
str_rumor_talki_trav_5|他 说 : “ 蛇 教 女 祭 司 都 是 从 拜 蛇 教 统 治 的 村 庄 里 挑 出 来 的 年 轻 女 孩 训 练 成 的 ， 我 的 女 儿 就 是 这 样 被 他 们 偷 去 了 ， 我 现 在 漫 游 潘 德 ， 就 是 为 了 寻 找 她 。 ” 
str_rumor_talki_trav_6|他 说 我 应 该 去 参 军 。 虽 然 我 更 愿 意 出 海 航 行 ， 但 我 实 在 晕 船 晕 得 厉 害 ， 甚 至 只 是 想 到 翻 滚 晃 动 的 大 海 就 让 我 … … 呜 哇 ！ 
str_rumor_talki_trav_7|他 说 知 识 就 是 力 量 。 我 读 过 的 书 比 大 多 数 人 知 道 的 都 多 ， 而 现 在 我 只 是 人 生 道 路 上 的 一 个 普 通 学 生 ， 从 平 民 和 他 们 的 故 事 里 获 得 知 识 。 
str_rumor_talki_trav_8|他 说 他 问 过 一 个 人 “ 你 在 研 究 些 什 么 ” ， 那 人 回 答 说 ， 他 希 望 找 出 未 负 重 的 燕 子 的 平 均 飞 行 速 度 。 
str_rumor_talki_trav_9|他 谈 到 他 父 亲 的 遗 言 。 我 确 定 他 对 于 自 己 一 辈 子 没 能 体 验 农 场 以 外 的 生 活 感 到 很 失 望 。 他 让 我 向 他 保 证 ， 在 我 的 有 生 之 年 游 遍 潘 德 ， 等 来 世 遇 到 他 的 时 候 再 向 他 讲 述 我 的 经 历 。 ” 
str_rumor_talki_trav_10|他 说 :橡 子 ， 杏 仁 ， 山 毛 榉 ， 腰 果 … … 他 认 识 一 个 光 辉 十 字 骑 士 带 着 一 份 潘 德 上 最 长 的 坚 果 (nut)清 单 。 椰 子 ， 板 栗 ， 榛 子 ， 山 胡 桃 ， 夏 威 夷 果 … … 但 是 我 打 赌 … … 野 芒 果 核 ， 猴 胡 桃 ， 花 生 … … 我 可 以 列 出 一 份 更 长 的 ， 但 为 什 么 我 的 同 伴 们 都 觉 得 我 不 正 常 (nuts)呢 。 
str_rumor_talki_trav_11|他 说 他 一 直 遵 循 Veni ， Vici ， Vidi ( 拉 丁 文 “ 我 来 ， 我 见 ， 我 征 服 ” ) 这 句 箴 言 ， 而 我 自 己 践 行 的 是 Veni ， Vici ， Peregrinus 。 我 来 了 ， 我 看 见 了 ， 然 后 我 又 走 了 ” 。 
str_rumor_talki_trav_12|他 说 人 们 往 往 为 了 欣 赏 众 多 的 奇 迹 而 漫 游 世 界 ， 我 的 旅 行 不 是 为 了 体 味 这 美 丽 ， 而 是 思 考 它 们 如 何 改 变 我 们 。 
str_rumor_talki_trav_13|他 说 有 一 片 天 空 在 这 附 近 塌 陷 了 ， 我 来 这 是 为 了 探 明 ， 这 一 切 的 发 生 是 源 自 人 类 的 愚 蠢 还 是 神 的 旨 意 。 
str_rumor_talki_trav_14|他 说 女 神 厄 瑞 达 · 奥 克 斯 索 已 经 觉 醒 了 ， 世 界 末 日 就 在 眼 前 ！ 我 们 完 蛋 了 ！ 全 都 完 蛋 了 ， 我 告 诉 你 ！ 
str_rumor_talki_trav_15|他 说 他 有 时 会 感 到 有 一 只 无 形 的 手 指 引 着 他 的 行 动 。 我 个 人 感 觉 ， 我 是 被 一 个 无 处 不 在 的 强 大 存 在 推 动 着 ， 如 同 人 生 游 戏 上 的 一 枚 棋 子 。 
str_rumor_talki_trav_16|他 说 一 个 智 者 曾 告 诉 他 ， 要 尽 量 跟 每 个 遇 到 的 人 交 谈 ， 因 为 从 酒 馆 闲 聊 和 市 井 流 言 里 可 以 收 集 到 很 多 有 用 讯 息 。 
str_rumor_talki_trav_17|他 说 他 认 识 的 一 位 队 长 在 酒 馆 买 到 了 一 个 骑 士 ， 从 红 色 兄 弟 会 那 赎 来 的 ， 只 花 了 很 少 的 钱 。 
str_rumor_talki_trav_18|他 说 那 个 人 强 壮 的 不 可 思 议 ， 因 为 他 从 某 个 旅 行 者 那 里 买 到 一 个 不 老 药 。 那 花 了 他 一 块 龙 泪 宝 石 ， 但 是 很 值 得 。 
str_rumor_talki_trav_19|他 说 ， 村 镇 里 的 民 兵 对 敌 人 的 了 解 其 实 比 他 们 表 现 出 来 的 要 多 ， 如 果 他 们 够 喜 欢 你 的 话 ， 就 可 能 愿 意 把 敌 人 的 位 置 泄 露 给 你 。 
str_rumor_talki_trav_20|他 听 说 一 位 帝 国 领 主 俘 虏 了 一 个 叫 马 尔 蒂 斯 的 人 。 他 得 到 一 块 叫 “ 龙 泪 宝 石 ” 的 东 西 作 为 赎 金 。 我 不 知 道 那 是 什 么 ， 也 不 知 道 他 要 那 个 有 什 么 用 处 。 
str_rumor_talki_trav_21|他 听 说 在 某 处 存 在 着 几 个 奇 怪 的 老 家 伙 开 的 盐 矿 ， 其 中 一 个 是 武 器 匠 ， 另 一 个 是 个 发 疯 的 老 醉 鬼 ， 如 果 你 不 给 他 酒 他 甚 至 不 会 跟 你 说 话 。 
str_rumor_talki_trav_22|他 说 他 有 次 拒 绝 花 10个 第 纳 尔 来 换 取 旅 行 者 的 传 言 ， 但 很 快 就 后 悔 了 。 因 为 就 在 第 二 天 ， 他 的 车 队 遭 到 了 迷 雾 山 大 军 的 洗 劫 。 现 在 ， 他 很 乐 意 为 一 条 消 息 花 费 10第 纳 尔 。 
str_rumor_talki_trav_23|他 谈 到 一 些 城 镇 的 隐 藏 箱 子 ， 他 说 他 曾 经 为 了 寻 找 这 些 箱 子 买 过 一 张 地 图 ， 但 什 么 都 没 找 到 。 这 蠢 货 现 在 正 寻 找 卖 另 一 张 地 图 的 人 ， 他 觉 得 他 能 够 在 箱 子 里 找 到 某 种 宝 石 。 
str_rumor_talki_trav_24|他 说 跟 镇 长 打 赌 风 险 是 非 常 大 的 ， 但 如 果 你 赢 了 利 益 同 样 很 大 。 
str_rumor_talki_trav_25|他 说 训 练 场 对 于 所 有 战 士 来 说 都 是 一 块 未 充 分 利 用 的 宝 地 ， 每 个 人 ， 无 论 战 斗 能 力 如 何 ， 都 应 该 试 着 去 训 练 一 下 。 
str_rumor_talki_trav_26|他 告 诉 他 ， 任 何 一 个 称 职 的 战 士 都 不 屑 于 跟 训 练 场 的 教 官 谈 话 。 说 实 话 ， 这 俩 人 的 谈 话 同 样 令 人 厌 烦 。 
str_rumor_talki_trav_27|他 说 ， 有 时 候 古 潘 德 的 那 些 神 明 需 要 传 达 消 息 时 ， 他 就 能 听 到 他 们 说 话 。 胡 说 八 道 ， 我 就 从 来 没 遇 到 过 跟 神 对 话 的 人 。 
str_rumor_talki_trav_28|他 说 一 位 船 长 告 诉 他 ， 海 外 有 个 叫 菲 卡 维 亚 的 岛 屿 ， 那 里 女 人 主 宰 一 切 而 男 人 都 是 奴 隶 ， 你 听 说 过 这 种 事 吗 ？ 
str_rumor_talki_trav_29|他 在 帝 国 听 一 个 逃 亡 到 潘 德 的 蛇 教 女 祭 司 说 ， 在 拜 蛇 教 内 部 ， 各 个 等 级 都 存 在 一 定 的 权 利 斗 争 ， 她 就 是 因 为 在 斗 争 中 失 败 才 被 迫 离 开 的 。 
str_rumor_talki_trav_30|他 曾 被 告 知 ， 那 些 传 说 比 人 们 认 为 的 更 有 价 值 ， 有 时 候 一 些 传 说 能 够 预 言 现 实 ， 真 怪 。 
str_player_ask_drag_1|我 一 直 对 你 的 骑 士 团 很 好 奇 ，介 意 告 诉 我 一 些 吗 ？ 
str_player_ask_lion_1|我 想 伟 大 而 著 名 的 狮 骑 士 团 一 定 有 一 段 历 史 ？ 
str_player_ask_immo_1|我 想 要 了 解 一 下 你 们 传 奇 骑 士 团 的 起 源 。 
str_player_ask_wind_1|来 自 沙 漠 的 快 马 手 啊 ，关 于 你 们 著 名 的 骑 士 团 你 有 什 么 可 以 告 诉 我 的 吗 ？ 
str_player_ask_valk_1|老 实 说 我 并 不 常 见 到 潘 德 最 有 力 的 骑 士 团 的 女 人 ， 你 有 什 么 可 以 分 享 的 吗 ？ 
str_player_ask_grif_1|古 潘 德 的 王 室 骑 士 啊 ， 什 么 风 把 你 们 吹 到 这 来 了 ？ 
str_player_ask_falc_1|据 说 你 们 的 骑 士 团 被 格 雷 戈 里 国 王 给 禁 止 了 ？ 
str_player_ask_rave_1|我 还 以 为 鸦 矛 骑 士 团 是 一 群 学 者 组 成 的 ？ 
str_player_ask_radi_1|如 果 你 不 介 意 的 话 ， 可 以 告 诉 我 你 们 骑 士 团 的 一 些 历 史 吗 ？ 
str_player_ask_clar_1|为 什 么 你 们 的 骑 士 团 选 择 使 用 骑 射 手 ？ 
str_player_ask_dawn_1|人 们 说 你 们 的 骑 士 团 致 力 于 消 灭 邪 恶 ？ 
str_player_ask_ebon_1|乌 木 护 手 骑 士 到 底 是 什 么 ？ 
str_player_ask_shad_1|为 什 么 你 们 给 一 些 帝 国 骑 兵 配 马 ， 却 不 给 高 阶 战 士 们 ？ 
str_player_ask_silv_1|传 言 说 你 们 骑 士 团 崇 拜 诺 多 ， 你 可 以 再 说 一 些 吗 ？ 
str_player_ask_even_1|我 知 道 你 们 骑 士 团 是 从 黎 明 骑 士 团 分 裂 出 来 的 ， 可 以 告 诉 我 为 什 么 吗 ？ 
str_player_ask_phoe_1|好 家 伙 ， 你 看 起 来 和 这 里 的 大 多 骑 士 们 不 一 样 ， 你 来 自 哪 ？ 
str_player_ask_wolf_1|身 着 黑 衣 的 骑 士 们 啊 ， 关 于 你 们 的 骑 士 团 有 什 么 可 以 告 诉 我 的 吗 ？ 
str_player_ask_scor_1|德 夏 的 勇 士 们 ， 可 以 告 诉 我 一 些 关 于 你 们 骑 士 团 的 事 吗 ？ 
str_player_ask_krak_1|令 人 生 畏 的 家 伙 ， 关 于 你 们 骑 士 团 的 历 史 你 有 什 么 可 以 跟 我 说 的 吗 ？ 
str_drag_response_1|我 可 以 满 足 泥 ~ 只 要 你 给 我 一 点 你 贮 存 的 美 酒 。-大 口 喝 下 捐 给 的 麦 芽 酒 - 让 我 想 想 … … 啊 ！ 我 想 起 来 了 ， 这 是 潘 德 建 立 的 第 199个 年 头 ， 也 可 能 是 200… … 管 他 的 ， 光 荣 的 克 洛 维 斯 伯 爵 ， 长 歌 港 的 守 护 人 ， 成 为 了 骑 士 团 的 初 创 大 团 长 。 不 过 我 不 太 记 得 -为 啥 -骑 士 团 被 建 立 了 ， 我 相 信 晓 炉 城 的 抄 写 员 们 声 明 了 这 跟 王 室 死 绝 前 不 久 的 长 歌 港 攻 城 战 有 一 定 关 系 。 
str_lion_response_1|哼 ， 我 觉 得 我 可 以 满 足 你 。 至 少 比 听 下 贱 农 民 的 胡 扯 靠 谱 。 我 隶 属 于 潘 德 最 古 老 的 骑 士 团 ， 或 至 少 也 是 最 古 老 的 其 中 之 一 ， 如 果 。 骑 士 团 在 潘 德 建 国 90年 前 就 被 创 建 了 ， 准 确 说 是 潘 德 建 国 82年 。 英 勇 的 骑 士 ， 血 红 的 罗 德 里 克 爵 士 ， “ 狮 鬓 ” 本 人 ， 是 我 们 的 初 创 人 。 你 有 空 可 以 看 看 他 的 相 关 事 迹 。 
str_immo_response_1|你 是 第 一 个 敢 主 动 靠 近 我 并 提 出 问 题 的 人 ， 所 以 我 就 满 足 你 的 好 奇 心 吧 。 不 朽 者 最 初 其 实 更 像 是 … … 直 属 现 任 君 主 ， 皇 帝 马 略 一 世 的 秘 密 部 门 。 这 是 根 据 我 们 的 创 始 章 程 — — 由 马 略 签 署 的 《 瓦 利 德 斯 宪 章 》 — — 所 规 定 的 。 我 们 这 个 骑 士 团 成 立 时 间 并 不 长 ， 历 史 也 不 算 丰 富 。 但 我 可 以 告 诉 你 ， 我 们 是 帝 国 里 最 强 悍 的 家 伙 。 
str_wind_response_1|你 好 ， 或 许 我 们 的 相 遇 是 风 之 使 然 ？ - 轻 笑 - 我 确 实 是 一 名 御 风 者 ， 代 表 了 德 夏 贵 族 们 的 最 高 战 力 。 我 们 的 战 马 在 广 袤 的 沙 漠 中 经 受 良 久 训 练 ， 以 至 于 能 够 在 沙 丘 中 随 意 应 付 所 有 的 敌 人 。 说 出 来 你 可 能 不 信 ， 我 们 曾 经 是 一 个 如 天 蝎 刺 客 兄 弟 会 一 样 的 刺 客 团 的 分 支 宗 派 。 然 而 代 代 相 传 ， 我 们 变 得 越 发 像 与 我 们 战 斗 的 强 大 的 敌 人 们 ， 用 战 马， 铠 甲 和 钢 铁 应 战 。 
str_valk_response_1|你 好 。 你 猜 的 没 错 ， 我 确 实 是 女 武 神 姐 妹 团 的 一 员 。 我 们 的 血 统 融 合 了 菲 尔 兹 威 的 高 贵 与 凡 斯 凯 瑞 的 狂 热 。 我 们 的 组 织 起 源 于 随 同 凡 斯 凯 瑞 掠 夺 者 前 来 的 女 人 们 。 在 各 种 意 义 上 我 们 都 曾 经 被 视 为 盾 女 和 肉 盾 。 
str_grif_response_1|你 好 。 我 很 高 兴 你 注 意 到 了 我 们 骑 士 团 的 古 老 标 志 ， 狮 鹫 。 在 重 重 困 阻 下 我 们 终 获 新 生 ， 我 们 已 经 启 程 去 聆 听 潘 德 人 民 的 声 音 ， 并 为 我 们 共 存 的 土 地 带 来 和 平 与 秩 序 。
str_falc_response_1|确 实 ， 我 的 朋 友 。 但 我 们 仍 有 值 得 骄 傲 的 过 去 。 我 们 的 初 创 团 队 根 据 瓦 利 德 斯 宪 章 组 成 。 在 格 雷 戈 里 背 叛 了 他 的 姐 姐 和 我 们 后 才 被 迫 解 散 。 
str_rave_response_1|我 们 确 实 是 ， 但 由 于 迷 雾 山 军 队 对 我 们 大 学 要 塞 的 入 侵 。 我 们 不 得 不 戎 装 上 阵 来 保 护 智 慧 与 文 明 。 
str_radi_response_1|当 然 ， 我 很 乐 意 向 你 展 示 一 些 我 们 骑 士 团 的 历 史 ！ 我 们 的 骑 士 团 于 113年 成 立 ， 由 约 翰 邓 格 雷 夫 男 爵 所 创 ， 这 是 一 段 有 趣 的 故 事 。 骑 士 团 以 医 师 闻 名 ， 至 少 在 初 创 时 期 是 这 样 的 。 瓦 利 德 斯 宪 章 的 分 段 允 许 成 员 们 在 城 市 ， 领 地 以 及 任 何 你 能 说 出 的 地 方 来 传 播 来 自 阿 玛 拉 的 先 进 医 学 知 识 。 从 多 种 多 样 的 草 药 混 合 到 简 单 的 头 痛 治 疗 ， 骑 士 团 成 了 对 抗 瘟 疫 和 疾 病 的 中 流 砥 柱 。 
