
qstr_Next_Page|下 一 页 
qstr_Well_met_{playername|你 好 呀 ， {playername}， 很 高 兴 在 这 困 难 时 刻 见 到 {s5}的 朋 友 。 
qstr_Hail_good_{reg63?sir|向 您 致 敬 ， 友 好 的 {reg63?先 生 :女 士 }！ 忠 诚 的 人 们 在 你 的 命 令 下 执 行 巡 逻 任 务 ， 这 是 多 么 美 好 的 日 子 啊 ， 不 是 吗 ？ 
qstr_Ah_{playername}_what|啊 ， {playername}， 真 巧 啊－ 今 天 上 午 我 们 和 我 们 的 大 团 长 刚 刚 谈 到 你 ！ 你 可 能 知 道 ， {s5}偶 尔 给 我 们 的 敌 人 施 以 恩 泽 ， 而 你 可 能 正 是 能 够 帮 助 我 们 的 那 个 人 。 
qstr_Good_day_{playername|日 安 ， {playername}。 我 们 正 在 寻 找 流 浪 乞 讨 的 人 和 欺 凌 我 们 村 民 的 侵 略 者 。 当 你 发 现 我 们 在 宣 扬 正 义 时 ， 如 果 你 能 帮 助 我 们 ， 我 们 将 十 分 感 谢 。 
qstr_Hail_traveler!_Be_wa|你 好 啊 旅 行 者 ！ 请 小 心 ， 最 近 遥 远 的 村 庄 那 常 发 生 奇 怪 的 攻 击 事 件 ， 如 果 你 有 需 要 保 护 ， 请 紧 密 跟 随 我 们 。 
qstr_State_your_business_|说 明 你 的 来 意 ， 陌 生 人 。 
qstr_Hold._What_is_your_b|站 住 ， 你 来 凛 鸦 境 有 什 么 事 吗 ？
qstr_Our_business_is_deat|我 来 取 你 性 命 ！ 
qstr_Och_aye_we_re_people|你 好 啊 ， 我 们 是 来 自 凛 鸦 境 那 边 的 人 民 ， 有 什 么 事 吗 ？
qstr_Be_quick_our_mission|快 一 点 ， 我 们 的 任 务 很 紧 急 。 
qstr_Your_date_with_death|你 的 死 期 快 到 了 ！ 攻 击 ！ 
qstr_State_your_business_o|说 明 你 的 来 意 ， 或 者 走 开 。 我 们 在 为 国 王 执 行 任 务 。 
qstr_All_hail_{playername}|快 向 {playername}致 敬 吧 ， 我 是 潘 德 的 合 法 统 治 者 ！ 
qstr_My_apologies_please_t|我 道 歉 ， 请 让 道 吧 。【离 开】
qstr_Remember_our_order_s|{playername}， 在 你 做 出 任 何 鲁 莽 的 行 为 之 前 ， 想 想 我 们 的 军 团 名 字 与 其 背 后 的 涵 义 。 
qstr_Indeed_I_do._It_cont|有 啊 ， 我 想 过 了 ， "不 "就 是 "朽 "吗 ？ 别 给 我 咬 文 嚼 字 ， 吃 我 一 剑 。 
qstr_Well_well_we_shall_t|好 吧 好 吧 ， 下 次 再 来 看 看 你 们 是 不 是 真 的 不 朽 。【离 开】
qstr_You_had_better_be_hu|你 最 好 去 追 捕 拜 蛇 教 徒 ， 而 不 是 浪 费 我 们 宝 贵 的 时 间 。 走 开 。 
qstr_In_fact_I_think_I_ju|事 实 上 ， 我 听 到 你 们 的 悄 悄 话 了 ， 拿 起 武 器 ！ 
qstr_You_re_probably_righ|也 许 你 说 的 是 对 的 ， 请 继 续 。【离 开】
qstr_The_desert_whispered|沙 漠 低 声 对 我 们 说 你 在 这 附 近 。 沙 漠 永 远 不 会 犯 错 。 
qstr_Then_it_should_have_w|应 该 已 经 警 告 你 远 离 我 们 了 吧 ！ 
qstr_The_wisdom_of_the_de|沙 漠 的 智 慧 实 在 是 高 。【离 开】
qstr_What_is_more_ancient|有 什 么 比 我 们 脚 底 下 的 沙 子 更 古 老 的 ？ 德 夏 ， 就 像 这 沙 漠 ， 他 们 是 永 恒 的 ， 永 远 都 不 会 死 。 
qstr_Maybe_I_should_help_|也 许 我 能 帮 助 他 们 上 路 … … 
qstr_May_the_D_Shar_last_|愿 德 夏 永 恒 ！ 【离 开】
qstr_Speak_quickly_for_my|有 话 快 说 ， 我 现 在 的 怒 气 像 是 一 场 风 暴 ， 而 不 是 夏 天 的 微 风 。 
qstr_Even_a_storm_will_no|即 使 是 风 暴 也 不 能 把 你 从 我 的 愤 怒 中 解 救 出 去 。 
qstr_You_would_do_well_no|你 最 好 不 要 中 断 她 身 为 风 暴 圣 女 的 义 务 。 
qstr_This_may_be_a_rather|这 可 能 是 一 个 永 久 性 的 中 断 。 
qstr_Apologies_I_will_lea|对 不 起 ， 我 没 敌 意 ， 这 就 离 开 。【离 开】
qstr_We_are_clearing_this|我 们 正 在 清 扫 这 一 片 叛 徒 的 土 地 。 最 近 有 传 言 提 到 他 们 在 这 附 近 活 动 。 
qstr_And_you_found_them!|没 错 ， 你 找 到 了 ！ 
qstr_Good_luck_in_your_se|祝 你 幸 运 。【离 开】
qstr_What_do_you_want?_We|你 想 做 什 么 ？ 我 们 在 干 活 而 且 合 约 里 可 没 有 “ 和 白 痴 闲 聊 ” 这 一 项 ， 所 以 请 你 快 点 。 
qstr_If_you_have_a_contra|如 果 你 有 一 份 契 约 ， 那 你 大 概 能 从 军 事 行 动 中 得 到 点 酬 劳 吧 。 现 在 给 你 个 赚 钱 的 机 会 ， 开 战 ！ 
qstr_What_do_you_want?_Yo|你 想 做 什 么 ？ 可 没 人 悬 赏 你 的 脑 袋 ， 所 以 ， 别 打 扰 我 们 吧 ， 平 民 。 
qstr_I_don_t_but_you_do.|我 没 有 ， 但 你 有 。 
qstr_Nothing_we_were_just|没 事 ， 我 们 只 是 好 奇 。【离 开】
qstr_Keep_your_hands_wher|把 你 的 手 放 在 我 们 能 看 到 的 地 方 。 我 们 的 冲 锋 对 像 你 一 样 的 流 浪 汉 来 说 太 危 险 了 。 
qstr_Vagrants?_I_ll_have_|流 浪 汉 ？ 你 要 为 这 句 话 而 掉 脑 袋 ！ 
qstr_Quite_right_you_can_|十 分 正 确 ， 你 不 应 如 此 谨 慎 。 【离 开】
qstr_Careful_wanderer_the|游 荡 者 ， 小 心 点 ， 危 险 正 围 绕 着 。 世 界 上 有 我 们 所 知 道 的 已 知 危 险 ， 也 有 我 们 所 不 知 道 的 已 知 危 险 ， 更 有 我 们 知 道 的 未 知 危 险 ， 最 危 险 的 是 :有 我 们 所 不 知 道 的 未 知 危 险 。 现 在 ， 你 属 于 哪 个 ？ 
qstr_Ow!_You_make_head_hu|啊 ！ 你 让 我 头 很 痛 。 我 现 在 就 杀 了 你 让 我 脑 袋 轻 松 点 。 
qstr_And_there_are_some_d|还 有 自 己 吓 自 己 的 危 险 。【离 开】
qstr_Ho_there_traveler_we|旅 行 者 ， 我 们 在 搜 索 一 些 搞 迷 信 活 动 的 人 ， 你 见 过 他 们 吗 ？ 
qstr_You_infer_that_I_am_|你 的 意 思 是 我 是 搞 这 些 的 ？ 你 会 为 你 的 傲 慢 付 出 代 价 ！ 
qstr_Yes..._he_was_headin|嗯... 他 们 向 西 面 行 进 ， 而 且 骑 得 很 拼 命 。【离 开】
qstr_Ho_there_traveler_ha|旅 行 者 ， 你 有 血 色 瘟 疫 的 消 息 吗 ？ 
qstr_No_but_you_have_just|没 有 ， 但 你 发 现 了 更 致 命 的 东 西 ！ 
qstr_No_this_area_seems_t|没 有 ， 这 片 土 地 看 起 来 已 经 没 有 疾 病 了 。【离 开】
qstr_Company_HALT!_Who_ar|队 伍 停 下 ！ 挡 住 我 们 去 路 的 人 是 谁 呀 ， 农 民 们 ？ 
qstr_We_have_you_surround|农 民 们 ， 你 们 已 经 被 包 围 了 。 解 释 下 你 自 己 是 谁 ， 否 则 你 就 会 被 我 们 认 为 是 躲 藏 在 这 里 的 流 氓 。 
qstr_We_are_also_looking_|我 们 也 在 搜 索 犯 罪 分 子 。【离 开】
qstr_Peasant?_I_will_have|农 民 ？ 看 样 子 我 得 教 你 些 礼 节 了 ！ 
qstr_You_look_like_you_re|你 看 起 来 犯 了 些 罪 过 ， 但 谁 又 能 无 过 呢 ， 只 是 有 没 意 识 到 而 已 。 
qstr_The_only_guilty_part|你 就 是 唯 一 有 罪 的 人 ， 不 是 吗 ， 现 在 就 让 你 为 犯 罪 付 出 代 价 吧 ！ 
qstr_You_have_to_prove_th|你 必 须 证 明 我 们 是 错 的 ， 但 我 们 现 在 就 要 走 了 。【离 开】
qstr_Look_deeply_into_the|看 看 火 焰 深 处 ， 现 在 我 们 就 审 判 你 的 罪 行 。 
qstr_I_see_only_death!|我 只 看 到 了 死 亡 ！ 
qstr_I_see_the_glory_of_A|我 看 到 了 阿 丝 塔 莉 娅 女 神 的 荣 誉 ！【离 开】
qstr_Hello_there_{reg63?bro|你 们 好 ， {reg63?弟 兄 :姐 妹 }， 我 们 正 在 去 附 近 的 一 个 城 市 为 他 们 分 发 捐 赠 的 施 舍 ， 让 他 们 远 离 战 争 带 来 的 悲 伤 。 你 为 什 么 要 阻 挡 我 们 进 行 这 崇 高 的 使 命 ？ 
qstr_Lies!_You_are_just_r|谎 言 ！ 你 只 是 在 藉 屠 杀 诺 多 精 灵 挣 钱 罢 了 。 
qstr_You_there!_Aydar_lea|那 边 的 ！ Aydar lear Heaf！ 你 们 想 做 什 么 ， 嗯 ？ 
qstr_It_s_pronounced_Adar|很 明 显 是 Adar lir Hieth ， 你 个 白 痴 。 
qstr_Sorry_I_don_t_speak_|对 不 起 ， 我 再 也 不 胡 言 乱 语 了 。【离 开】
qstr_Legionarii_formatio_|军 团 ， 防 御 阵 型 ！(外 语 ) - 你 是 谁 ？ 为 什 么 干 涉 军 团 的 事 务 ？ 
qstr_Ad_Signa!_Scuta!_Gla|Ad Signa! Scuta! Gladii! - 错 误 的 举 动 ， 死 吧 ， {playername}！ 
qstr_Your_Baccus_gibberis|你 的 巴 克 斯 酒 神 不 能 把 你 从 死 亡 中 救 出 来 。 
qstr_No_reason_to_form_a_|我 们 没 理 由 阻 碍 你 ， 十 夫 长 。 我 们 这 就 走 。【离 开】
qstr_Don_t_think_we_did_n|别 以 为 我 们 听 不 到 你 们 正 在 接 近 。 你 的 呼 吸 太 大 了 ， 我 们 在 几 英 里 外 就 听 到 了 。 
qstr_At_least_I_ll_still_|至 少 我 们 在 这 事 完 了 后 还 能 呼 吸 。 
qstr_What_do_you_want?_Ou|你 想 要 什 么 ？ 我 们 的 精 灵 盟 军 会 讨 还 一 切 对 我 们 的 耻 辱 ！ 
qstr_Pity_there_will_be_n|可 惜 没 人 能 告 诉 他 们 这 事 了 。 
qstr_It_s_nothing_just_gi|没 什 么 ， 替 我 向 诺 多 问 好 。【离 开】
qstr_So_you_have_chosen_t|看 来 你 是 选 择 了 顽 抗 到 底 。 值 得 赞 赏 ， 但 很 愚 蠢 。 
qstr_You_are_quite_sure_o|看 来 你 对 自 己 很 有 信 心 。 乘 你 还 活 着 ， 尽 情 陶 醉 吧 ， 但 不 会 持 续 太 久 ！ 
qstr_[Leave]|【离 开】
qstr_Let_me_guess:_you_ha|让 我 猜 猜 :你 已 经 听 说 了 黄 昏 骑 士 的 恶 行 ， 他 们 的 罪 孽 令 人 发 指 、 做 法 邪 恶 至 极 ， 现 在 你 要 把 我 们 这 些 恶 棍 从 世 界 上 铲 除 干 净 。 但 人 们 已 经 死 了 ， 没 留 下 任 何 痕 迹 ， 只 有 谣 言 和 传 闻 ， 这 真 令 人 悲 伤 。 
qstr_I_will_not_be_swayed|我 不 会 被 你 可 怜 的 无 罪 申 明 左 右 。 
qstr_Maybe_I_have_rushed_|或 许 我 已 经 关 注 到 了 关 于 你 们 骑 士 团 不 实 的 传 言 。【离 开】
qstr_I_am_tired_of_being_|我 已 经 厌 倦 了 自 封 为 裁 决 者 或 是 所 谓 的 英 雄 ， 你 觉 得 我 和 我 的 人 是 邪 恶 的 仆 从 ？ 很 好 ， 因 为 我 们 的 敌 人 所 编 制 出 的 谎 言 而 丢 掉 小 命 ， 那 正 是 你 所 犯 下 最 严 重 的 错 误 。 
qstr_We_all_make_mistakes.|谁 都 会 犯 错 。 差 别 只 在 于 我 能 继 续 活 下 去 。 
qstr_Fine_you_may_leave_f|很 好 ， 你 现 在 可 以 走 了 。【离 开】
qstr_Look_at_this_brother|看 看 这 些 ， 兄 弟 。 看 上 去 我 们 狩 猎 的 日 子 已 经 过 去 。 现 在 我 们 的 敌 人 送 死 来 了 ， 就 像 是 群 待 宰 的 羔 羊 。 无 疑 我 们 是 幸 运 的 。 
qstr_Maybe_this_lamb_will|也 许 这 羔 羊 将 变 成 披 着 羊 皮 的 狼 。 拿 起 武 器 ， 准 备 战 斗 ！ 
qstr_You_think_I_am_going|你 以 为 我 会 让 你 舒 服 吗 ？【离 开】
qstr_Interesting._Normall|真 有 趣 。 通 常 人 们 尖 叫 、 混 乱 ， 尽 他 们 所 能 摆 脱 我 们 ， 但 你 缺 没 有 。 我 不 禁 要 问 你 是 勇 敢 、 愚 蠢 还 是 只 剩 下 恐 惧 。 
qstr_You_better_get_used_|你 最 好 习 惯 它 ， 今 天 你 在 这 片 土 地 的 恐 怖 统 治 结 束 了 ！ 
qstr_I_am_beginning_to_th|我 开 始 觉 得 这 是 个 糟 糕 的 主 意 。 对 不 起 。 【离 开】
qstr_It_seems_the_Goddess|女 神 似 乎 垂 怜 于 你 ， {playername}。 你 真 幸 运 ， 我 们 目 前 正 在 寻 求 另 一 个 猎 物 。 快 走 吧 ， 你 和 你 的 人 不 会 受 到 伤 害 。 
qstr_So_I_will_not_only_r|所 以 我 不 但 会 把 你 从 这 世 上 消 灭 ， 还 要 解 救 那 些 被 你 猎 杀 的 人 们 ！ 
qstr_I_agree_to_your_term|我 同 意 你 的 条 件 ， 骑 士 阁 下 。 我 们 择 日 再 战 。 【离 开】
qstr_We_have_come_to_thes|我 们 本 是 来 此 寻 找 崇 高 的 心 灵 ， 却 不 停 地 遇 到 你 这 样 的 朋 友 ！ 
qstr_You_should_have_neve|你 不 该 来 此 ！ 
qstr_What_a_pathetic_bunc|多 么 可 悲 的 人 啊 。 继 续 你 无 谓 的 搜 索 吧 。 【离 开】
qstr_We_have_risen_from_t|我 们 曾 从 毁 灭 中 重 生 ， 尽 管 来 吧 ！ 
qstr_Well_since_you_asked|既 然 你 诚 心 诚 意 的 发 问 了 … … 
qstr_Get_out_of_my_sight.|快 走 吧 ， 我 不 喜 欢 趁 人 之 危 。【离 开】
qstr_We_have_come_to_these|我 们 本 是 来 此 寻 找 崇 高 的 心 灵 ， 却 找 到 了 你 ！ 
qstr_We_have_no_wish_to_f|我 们 无 意 与 你 作 战 ， 但 如 果 你 想 挑 战 我 们 ， 要 知 道 我 们 曾 从 毁 灭 中 再 生 ！ 
qstr_Well_since_you_asked_|既 然 你 诚 心 诚 意 的 问 了 … … 我 就 大 发 慈 悲 的 干 掉 你 ！ 
qstr_Do_your_worst_snake_|尽 管 来 吧 ！ 我 们 绝 不 屈 服 ！ 
qstr_If_you_insist...|如 果 你 坚 持 的 话 … … 
qstr_Fight_you?_Please_yo|战 斗 ？ 我 都 不 屑 于 对 你 出 手 。【离 开】
qstr_We_are_used_to_being|我 们 向 来 都 是 猎 人 ， 而 不 是 猎 物 。 你 最 好 想 出 一 个 好 的 解 释 ！ 
qstr_Most_certainly._My_b|当 然 。 但 让 我 的 剑 来 好 好 告 诉 你 ！ 
qstr_Not_really._I_just_t|并 不 是 。 我 只 是 觉 得 你 的 黑 盔 甲 很 可 疑 ， 没 有 别 的 意 思 。 【离 开】
qstr_Have_you_come_to_pur|来 找 我 们 了 结 你 的 恩 怨 吗 ？ 我 尊 重 你 的 意 见 。 
qstr_Your_respect_means_n|你 的 尊 重 对 我 毫 无 意 义 ， 杀 人 犯 。 受 死 吧 ！ 
qstr_Your_disregard_for_l|你 对 生 命 的 不 尊 重 让 我 恶 心 。 不 到 万 不 得 已 我 绝 不 害 人 性 命 。 【离 开】
qstr_Did_you_honestly_thi|带 着 这 么 多 部 队 ， 你 真 的 觉 得 我 们 会 跟 你 走 吗 ？ 
qstr_You_will_not_get_tha|你 没 有 机 会 了 。 准 备 战 斗 ！ 
qstr_I_will_be_ready_for_|我 随 时 奉 陪 ， 懦 夫 ！ 滚 吧 ！【离 开】
qstr_The_Beast_is_out_the|海 中 有 许 多 值 得 追 捕 的 猎 物 。 陆 地 上 的 那 些 … … 野 兽 也 难 逃 我 们 的 手 掌 心 … … 
qstr_Shame_it_s_too_bad_y|真 遗 憾 哪 ， 你 们 只 能 死 于 陆 地 之 上 了 ！ 
qstr_May_your_hunt_be_les|愿 你 们 的 狩 猎 之 旅 不 若 于 海 上 时 艰 辛 。【离 开】
qstr_What_do_you_want_{pl|你 想 怎 样 ， {playername}？ 你 想 你 的 罪 行 清 单 上 因 你 侮 辱 {s5}而 多 加 一 条 吗 ？ 
qstr_Stand_down_mendicant|跪 下 ， 乞 丐 。 你 们 这 些 众 乌 合 之 众 吓 不 到 高 贵 的 {s5}。 
qstr_{playername}!_You_ca|{playername}！ 你 们 今 天 可 以 和 我 们 战 斗 或 逃 跑 或 升 天 ， 还 是 向 {s5}赔 罪 。 好 好 选 哪 。 
qstr_We_would_rather_peri|我 们 宁 可 将 灭 亡 在 荣 耀 中 也 比 每 天 无 所 事 事 强 。 迅 速 列 阵 ， 听 令 进 攻 。 
qstr_Look_men_here_comes_|快 看 ， 伙 计 们 ， {playername}来 了 ， 臭 名 昭 着 的 掠 夺 者 和 路 匪 ， 毫 无 疑 问 目 光 都 被 {s5}精 良 的 装 备 所 吸 引 。 你 可 以 试 着 抢 抢 看 ， 我 们 可 是 冰 冷 无 情 的 啊 。 
qstr_Blood_and_thunder_we|啊 ， 等 等 的 场 景 大 概 会 十 分 的 暴 力 啊 。 我 们 找 到 {reg63?他 :她 }了 ！ 尼 (你 )被 控 叛 国 罪 ， 背 叛 了 … … 
qstr_Ravenstern._Yes_yes.|啊 ， 凛 鸦 境 。 是 了 ， 是 了 。 找 个 好 地 点 ， 准 备 战 斗 。 
qstr_Halt!_You_are_charge|站 住 ！ 你 被 控 叛 国 罪 ， 背 叛 了 国 王 ！ 
qstr_Curses..._you_caught|混 蛋 … … 被 你 逮 到 了 。 
qstr_By_order_of_Marius_I|奉 马 略 皇 帝 之 命 ， 得 到 达 米 亚 · 普 罗 维 迪 的 支 持 ， 我 用 剑 叛 你 死 刑 ， 帝 国 的 叛 徒 。 
qstr_You_will_die_as_the_|你 快 死 了 ， 到 死 也 只 是 一 个 自 大 的 傻 瓜 。 
qstr_The_desert_brings_de|沙 漠 给 那 些 不 尊 重 她 的 人 带 来 死 亡 ， 我 们 也 一 样 。 
qstr_I_have_more_to_fear_|我 看 蝎 子 都 比 你 可 怕 ！ 
qstr_You_should_fear_the_|你 应 该 担 心 即 将 来 临 的 暴 风 雨 ， 它 的 雷 声 会 把 你 们 所 有 人 震 倒 ， 它 的 闪 电 会 把 你 们 所 有 人 霹 倒 。 
qstr_Then_it_will_have_to|那 它 也 得 确 实 够 凶 猛 才 行 啊 ！ 
qstr_Halt!_You_are_charged|站 住 ！ 你 被 预 言 中 的 潘 德 统 治 者 指 控 叛 国 罪 ， 叛 国 罪 的 刑 罚 是 死 亡 ！ 
qstr_Stop!_I_AM_the_proph|停 下 ！ 我 就 是 预 － 
qstr_Surprised_to_have_be|被 一 个 女 骑 士 抓 到 很 讶 异 吗 ？ 即 使 这 套 量 身 打 造 的 板 甲 防 护 好 且 贴 身 ， 但 你 的 悬 赏 金 都 可 以 让 我 再 买 套 新 铠 甲 了 。 
qstr_Let_s_see_how_that_a|让 我 们 看 看 这 套 盔 甲 ， 在 你 没 有 手 臂 、 头 或 是 腿 时 ， 是 不 是 还 能 一 样 贴 身 … … 
qstr_Hold_fast_there!_Pen|停 在 那 里 ！ 潘 德 本 应 处 在 成 就 与 进 步 的 黄 金 时 代 ， 却 因 为 你 们 这 些 强 盗 ， 知 识 的 火 焰 几 乎 要 熄 灭 ！ 我 们 决 不 允 许 它 完 全 熄 灭 。 你 的 死 亡 将 会 是 知 识 之 火 复 苏 的 先 声 ！ 
qstr_It_will_be_your_last|是 你 的 死 亡 吧 ， 蠢 货 。 准 备 自 卫 吧 ！ 
qstr_Halt_Cultist!_You_ha|站 住 ， 邪 教 徒 ！ 你 被 控 密 谋 传 播 血 色 瘟 疫 ， 看 你 如 何 辩 解 ！ 
qstr_Hold_scum._We_will_n|站 住 ， 人 渣 。 我 们 不 会 再 容 忍 异 教 徒 腐 化 潘 德 ！ 
qstr_This_is_hardly_a_fai|这 是 不 公 平 的 审 判 ， 我 不 是 异 教 徒 。 
qstr_Up_and_at_them_chaps|和 他 们 一 起 受 死 吧 。 
qstr_...|… … 
qstr_Astraea_will_see_thi|正 义 女 神 阿 丝 塔 莉 娅 将 用 火 净 化 这 个 世 界 ； 我 是 她 的 煽 动 者 ， 而 你 是 她 的 点 燃 者 。 
qstr_Defend_yourselves!|保 护 你 自 己 吧 ！ 
qstr_Astraea_will_test_th|正 义 女 神 阿 丝 塔 莉 娅 将 用 火 焰 测 试 你 心 灵 的 纯 洁 。 抵 抗 是 会 受 到 天 谴 的 。 
qstr_To_arms!|开 打 吧 ！ 
qstr_There_they_are_lads!|他 们 在 那 儿 ， 弟 兄 们 ！ 那 些 和 精 灵 混 在 一 起 ， 一 无 是 处 、 背 信 弃 义 的 杂 种 ！ 杀 光 他 们 ！ 
qstr_You_insulted_the_glo|你 侮 辱 了 荣 耀 的 巴 克 斯 帝 国 ， 你 这 潘 德 异 教 徒 ！ 很 快 我 们 的 大 军 将 像 在 古 典 时 代 中 所 做 的 那 样 ， 从 你 的 尸 体 上 踏 过 ！ 
qstr_Pendor_is_not_defeat|潘 德 不 会 如 此 轻 易 地 灭 亡 ， 你 难 道 在 过 去 几 个 世 纪 的 历 史 中 什 么 教 训 也 没 学 到 吗 ？ 
qstr_Sedrath_aenelui_dane|Sedrath aenelui daneth ！ 或 者 是 'aeneluth'? 我 不 关 心 。 你 的 死 跟 怎 么 拼 字 无 关 。 
qstr_I_fear_I_ll_die_of_l|我 觉 得 我 在 杀 你 之 前 就 要 被 笑 死 了 ！ 
qstr_And_so_the_hunt_come|那 么 追 猎 游 戏 就 到 此 为 止 了 ， 如 果 你 愿 意 的 话 你 可 以 开 始 尖 叫 了 。 事 实 上 我 和 我 的 人 都 会 享 受 它 的 。 
qstr_Like_I_would_give_yo|朋 友 ， 有 件 事 我 会 让 你 满 意 ， 如 果 有 谁 即 将 发 出 穿 云 裂 石 的 尖 叫 ， 那 个 人 将 会 是 你 ！ 
qstr_I_don_t_know_what_yo|我 不 知 道 你 怎 么 冒 犯 了 黄 昏 骑 士 团 ， 不 过 我 们 的 大 团 长 对 你 下 了 格 杀 令 ， 我 必 须 服 从 。 安 心 去 死 吧 ， 陌 生 人 。 
qstr_So_much_blind_devoti|如 此 多 盲 目 的 奉 献 ！ 也 许 下 辈 子 你 会 是 只 不 错 的 哈 巴 狗 ！ 
qstr_You_look_like_a_wort|你 看 起 来 像 是 个 够 格 的 对 手 。 你 最 好 祈 祷 自 己 能 死 在 战 场 上 ， 因 为 我 可 以 向 你 保 证 ， 当 俘 虏 的 滋 味 绝 对 生 不 如 死 。 
qstr_Thank_you_for_lettin|谢 谢 你 告 诉 我 这 些 。 我 会 记 住 你 是 怎 么 戴 着 镣 铐 被 拖 到 我 面 前 的 ！ 
qstr_Prepare_yourself_to_|以 正 义 女 神 之 名 ， 准 备 接 受 审 判 吧 ， {playername}。 今 天 ， 正 义 必 将 得 到 伸 张 ！ 
qstr_Justice_has_nothing_|正 义 与 此 没 有 关 系 。 半 毛 钱 的 关 系 也 没 有 ， 蠢 货 ， 让 我 们 把 事 情 了 结 吧 。 
qstr_We_have_been_eager_t|我 们 正 想 要 见 你 ， {playername}。 你 可 听 到 虚 空 的 呼 唤 ？ 
qstr_No_I_am_afraid_I_can|不 ， 我 恐 怕 我 听 不 清－ 我 的 剑 已 经 在 咆 哮 着 渴 望 你 的 鲜 血 了 。 
qstr_We_could_have_been_a|我 们 本 可 以 共 同 战 斗 ！ 这 都 是 你 自 找 的 ！ 
qstr_Bring_it_on_chicken_|来 吧 ！ 弱 鸡 ！ 
qstr_Your_death_will_brin|你 的 死 会 让 我 们 灰 烬 裔 帝 国 离 胜 利 更 进 一 步 。 如 果 这 能 让 你 好 受 一 点 的 话 。 
qstr_We_will_see_about_th|走 着 瞧 。 全 军 准 备 战 斗 ！ 
qstr_You_have_been_found_|我 们 发 现 你 暗 通 拜 蛇 教 ， 感 受 我 们 的 愤 怒 吧 ！ 
qstr_Ridiculous!_I_harbor|荒 谬 ！ 我 原 来 只 与 拜 蛇 教 为 敌 ， 现 在 看 来 你 们 也 不 是 什 么 好 东 西 ！ 
