
itm_no_item|INVALID ITEM 
itm_claymore_pl|双 手 阔 剑 
itm_bastard_sword_a|混 种 剑 
itm_bastard_sword_a_pl|混 种 剑 
itm_strange_rune_two_h_sword|神 奇 符 印 双 手 剑 
itm_strange_rune_two_h_sword_pl|神 奇 符 印 双 手 剑 
itm_saphire_rune_two_h_sword|蓝 宝 石 符 印 双 手 剑 
itm_saphire_rune_two_h_sword_pl|蓝 宝 石 符 印 双 手 剑 
itm_ruby_rune_two_h_sword|红 宝 石 符 印 双 手 剑 
itm_ruby_rune_two_h_sword_pl|红 宝 石 符 印 双 手 剑 
itm_emerald_rune_two_h_sword|翡 翠 符 印 双 手 剑 
itm_emerald_rune_two_h_sword_pl|翡 翠 符 印 双 手 剑 
itm_gregory_sword|龙 之 利 牙 
itm_gregory_sword_pl|龙 之 利 牙 
itm_havathang|精 灵 弯 刀 
itm_havathang_pl|精 灵 弯 刀 
itm_strange_sword|异 邦 军 刀 
itm_strange_sword_pl|异 邦 军 刀 
itm_strange_great_sword|异 邦 双 手 军 刀 
itm_strange_great_sword_pl|异 邦 双 手 军 刀 
itm_rav_great_sword|凛 鸦 境 大 剑 
itm_rav_great_sword_pl|凛 鸦 境 大 剑 
itm_pendor_greatsword|潘 德 大 剑 
itm_pendor_greatsword_pl|潘 德 大 剑 
itm_zweihander|双 手 剑 
itm_zweihander_pl|双 手 剑 
itm_ebony_great_sword|乌 木 焰 形 剑 
itm_ebony_great_sword_pl|乌 木 焰 形 剑 
itm_jousting_lance|钝 头 骑 枪 
itm_jousting_lance_pl|钝 头 骑 枪 
itm_double_sided_lance|双 头 骑 枪 
itm_double_sided_lance_pl|双 头 骑 枪 
itm_light_lance|轻 型 骑 枪 
itm_light_lance_pl|轻 型 骑 枪 
itm_lance|骑 枪 
itm_lance_pl|骑 枪 
itm_heavy_lance|重 型 骑 枪 
itm_heavy_lance_pl|重 型 骑 枪 
itm_great_lance|巨 型 骑 枪 
itm_great_lance_pl|巨 型 骑 枪 
itm_long_knight_lance|深 色 加 长 骑 士 枪 
itm_long_knight_lance_pl|深 色 加 长 骑 士 枪 
itm_long_knight_lance2|加 长 骑 士 枪 
itm_long_knight_lance2_pl|加 长 骑 士 枪 
itm_long_knight_lance_dawn|加 长 黎 明 骑 士 枪 
itm_long_knight_lance_dawn_pl|加 长 黎 明 骑 士 枪 
itm_long_knight_lance_blue|蓝 色 加 长 骑 士 枪 
itm_long_knight_lance_blue_pl|蓝 色 加 长 骑 士 枪 
itm_long_knight_lance_green|绿 色 加 长 骑 士 枪 
itm_long_knight_lance_green_pl|绿 色 加 长 骑 士 枪 
itm_long_knight_lance_red|红 色 加 长 骑 士 枪 
itm_long_knight_lance_red_pl|红 色 加 长 骑 士 枪 
itm_long_cavalry_lance|加 长 骑 兵 枪 
itm_long_cavalry_lance_pl|加 长 骑 兵 枪 
itm_long_cavalry_lance_white|白 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_white_pl|白 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_blue|蓝 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_blue_pl|蓝 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_green|绿 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_green_pl|绿 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_red|红 色 加 长 骑 兵 枪 
itm_long_cavalry_lance_red_pl|红 色 加 长 骑 兵 枪 
itm_jatu_lance|迦 图 荣 誉 骑 枪 
itm_jatu_lance_pl|迦 图 荣 誉 骑 枪 
itm_melitine_lance|马 里 廷 骑 枪 
itm_melitine_lance_pl|马 里 廷 骑 枪 
itm_melitine_impaler|马 里 廷 刺 枪 
itm_melitine_impaler_pl|马 里 廷 刺 枪 
itm_sarleon_banner|烈 狮 境 旗 帜 枪 
itm_sarleon_banner_pl|烈 狮 境 旗 帜 枪 
itm_long_bardiche|加 长 月 刃 斧 
itm_long_bardiche_pl|加 长 月 刃 斧 
itm_great_long_bardiche|巨 型 加 长 月 刃 斧 
itm_great_long_bardiche_pl|巨 型 加 长 月 刃 斧 
itm_hafted_blade_b|长 柄 刀 
itm_hafted_blade_b_pl|长 柄 刀 
itm_hafted_blade_a|长 柄 刀 
itm_hafted_blade_a_pl|长 柄 刀 
itm_scythe|镰 刀 
itm_scythe_pl|镰 刀 
itm_pitch_fork|干 草 叉 
itm_pitch_fork_pl|干 草 叉 
itm_boar_spear|野 猪 矛 
itm_boar_spear_pl|野 猪 矛 
itm_glaive|沙 漠 宽 刃 刀 
itm_glaive_pl|沙 漠 宽 刃 刀 
itm_poleaxe|长 柄 斧 
itm_poleaxe_pl|长 柄 斧 
itm_spear|矛 
itm_spear_pl|矛 
itm_bamboo_spear|德 夏 矛 
itm_bamboo_spear_pl|德 夏 矛 
itm_war_spear|战 矛 
itm_war_spear_pl|战 矛 
itm_trident|三 叉 戟 
itm_trident_pl|三 叉 戟 
itm_pike|长 矛 
itm_pike_pl|长 矛 
itm_ashwood_pike|灰 木 枪 
itm_ashwood_pike_pl|灰 木 枪 
itm_awlpike|短 锥 枪 
itm_awlpike_pl|短 锥 枪 
itm_awlpike_long|锥 枪 
itm_awlpike_long_pl|锥 枪 
itm_bec_de_corbin_a|鸦 嘴 战 锤 
itm_bec_de_corbin_a_pl|鸦 嘴 战 锤 
itm_black_iron_spear|黑 铁 矛 
itm_black_iron_spear_pl|黑 铁 矛 
itm_southern_glaive|南 方 宽 刃 刀 
itm_southern_glaive_pl|南 方 宽 刃 刀 
itm_empire_halberd|帝 国 长 戟 
itm_empire_halberd_pl|帝 国 长 戟 
itm_sarleon_halberd|烈 狮 境 长 戟 
itm_sarleon_halberd_pl|烈 狮 境 长 戟 
itm_polehammer_2|钢 制 长 柄 钝 锤 
itm_polehammer_2_pl|钢 制 长 柄 钝 锤 
itm_melitine_spear|马 里 廷 矛 
itm_melitine_spear_pl|马 里 廷 矛 
itm_melitine_spear2|马 里 廷 破 胆 者 
itm_melitine_spear2_pl|马 里 廷 破 胆 者 
itm_strange_rune_glaive|神 奇 符 印 宽 刃 刀 
itm_strange_rune_glaive_pl|神 奇 符 印 宽 刃 刀 
itm_saphire_rune_glaive|蓝 宝 石 符 印 宽 刃 刀 
itm_saphire_rune_glaive_pl|蓝 宝 石 符 印 宽 刃 刀 
itm_ruby_rune_glaive|红 宝 石 符 印 宽 刃 刀 
itm_ruby_rune_glaive_pl|红 宝 石 符 印 宽 刃 刀 
itm_emerald_rune_glaive|翡 翠 符 印 宽 刃 刀 
itm_emerald_rune_glaive_pl|翡 翠 符 印 宽 刃 刀 
itm_manopener|切 人 长 刀 
itm_manopener_pl|切 人 长 刀 
itm_wolf_halberd|幽 影 狼 长 戟 
itm_wolf_halberd_pl|幽 影 狼 长 戟 
itm_tab_shield_small_round_a|简 易 德 夏 盾 
itm_tab_shield_small_round_a_pl|简 易 德 夏 盾 
itm_tab_shield_small_round_b|骑 兵 圆 盾 
itm_tab_shield_small_round_b_pl|骑 兵 圆 盾 
itm_tab_shield_small_round_c|精 锐 骑 兵 盾 
itm_tab_shield_small_round_c_pl|精 锐 骑 兵 盾 
itm_tab_shield_round_a|旧 圆 盾 
itm_tab_shield_round_a_pl|旧 圆 盾 
itm_tab_shield_round_b|简 易 圆 盾 
itm_tab_shield_round_b_pl|简 易 圆 盾 
itm_tab_shield_round_c|圆 盾 
itm_tab_shield_round_c_pl|圆 盾 
itm_tab_shield_round_d|重 型 圆 盾 
itm_tab_shield_round_d_pl|重 型 圆 盾 
itm_tab_shield_round_e|侍 卫 圆 盾 
itm_tab_shield_round_e_pl|侍 卫 圆 盾 
itm_round_shield_big_1|金 黑 双 色 圆 盾 
itm_round_shield_big_1_pl|金 黑 双 色 圆 盾 
itm_round_shield_big_2|银 黑 双 色 圆 盾 
itm_round_shield_big_2_pl|银 黑 双 色 圆 盾 
itm_kraken_round_shield|克 拉 肯 战 士 盾 
itm_kraken_round_shield_pl|克 拉 肯 战 士 盾 
itm_kraken_round_shield_medium|克 拉 肯 圆 盾 
itm_kraken_round_shield_medium_pl|克 拉 肯 圆 盾 
itm_steel_shield|钢 制 圆 盾 
itm_steel_shield_pl|钢 制 圆 盾 
itm_plate_covered_round_shield|覆 板 圆 盾 
itm_plate_covered_round_shield_pl|覆 板 圆 盾 
itm_leather_covered_round_shield|蒙 皮 圆 盾 
itm_leather_covered_round_shield_pl|蒙 皮 圆 盾 
itm_hide_covered_round_shield|兽 皮 圆 盾 
itm_hide_covered_round_shield_pl|兽 皮 圆 盾 
itm_wooden_shield|木 盾 
itm_wooden_shield_pl|木 盾 
itm_nordic_shield|凡 斯 凯 瑞 盾 
itm_nordic_shield_pl|凡 斯 凯 瑞 盾 
itm_noldor_inf_shield|诺 多 步 兵 盾 
itm_noldor_inf_shield_pl|诺 多 步 兵 盾 
itm_noldor_noble_shield|诺 多 贵 族 盾 
itm_noldor_noble_shield_pl|诺 多 贵 族 盾 
itm_shield_round_26|凡 斯 凯 瑞 重 型 盾 
itm_shield_round_26_pl|凡 斯 凯 瑞 重 型 盾 
itm_shield_round_27|异 端 圆 盾 
itm_shield_round_27_pl|异 端 圆 盾 
itm_shield_round_28|镌 刻 圆 盾 
itm_shield_round_28_pl|镌 刻 圆 盾 
itm_shield_round_29|蛇 纹 圆 盾 
itm_shield_round_29_pl|蛇 纹 圆 盾
itm_shield_round_30|镀 金 金 属 圆 盾 
itm_shield_round_30_pl|镀 金 金 属 圆 盾 
itm_shield_round_01|龙 纹 圆 盾 
itm_shield_round_01_pl|龙 纹 圆 盾 
itm_shield_round_02|浮 雕 圆 盾 
itm_shield_round_02_pl|浮 雕 圆 盾 
itm_shield_round_03|凡 斯 凯 瑞 掠 夺 者 盾 
itm_shield_round_03_pl|凡 斯 凯 瑞 掠 夺 者 盾 
itm_shield_round_04|金 属 圆 盾 
itm_shield_round_04_pl|金 属 圆 盾 
itm_shield_round_05|雅 尔 盾 
itm_shield_round_05_pl|雅 尔 盾 
itm_shield_round_06|深 色 金 属 圆 盾 
itm_shield_round_06_pl|深 色 金 属 圆 盾 
itm_shield_round_07|古 式 帝 国 盾 
itm_shield_round_07_pl|古 式 帝 国 盾 
itm_shield_round_08|贴 身 卫 士 盾 
itm_shield_round_08_pl|贴 身 卫 士 盾 
itm_shield_round_09|迦 图 游 牧 盾 
itm_shield_round_09_pl|迦 图 游 牧 盾 
itm_shield_round_10|迦 图 酋 长 盾 
itm_shield_round_10_pl|迦 图 酋 长 盾 
itm_shield_round_11|迦 图 军 阀 盾 
itm_shield_round_11_pl|迦 图 军 阀 盾 
itm_shield_round_12|迷 雾 山 蛮 族 盾 
itm_shield_round_12_pl|迷 雾 山 蛮 族 盾 
itm_shield_round_13|托 巴 沙 漠 盾 
itm_shield_round_13_pl|托 巴 沙 漠 盾 
itm_shield_round_14|德 夏 圆 盾 
itm_shield_round_14_pl|德 夏 圆 盾 
itm_shield_round_15|蛇 纹 浮 雕 圆 盾 
itm_shield_round_15_pl|蛇 纹 浮 雕 圆 盾 
itm_shield_round_16|强 化 木 制 圆 盾 
itm_shield_round_16_pl|强 化 木 制 圆 盾 
itm_shield_round_17|星 型 浮 雕 金 属 盾 
itm_shield_round_17_pl|星 型 浮 雕 金 属 盾 
itm_shield_round_18|北 方 圆 盾 
itm_shield_round_18_pl|北 方 圆 盾 
itm_shield_round_19|德 夏 十 字 圆 盾 
itm_shield_round_19_pl|德 夏 十 字 圆 盾 
itm_shield_round_20|冥 界 盾 
itm_shield_round_20_pl|冥 界 盾 
itm_shield_round_21|巨 蟒 盾 
itm_shield_round_21_pl|巨 蟒 盾 
itm_shield_round_22|衔 尾 蛇 盾 
itm_shield_round_22_pl|衔 尾 蛇 盾 
itm_shield_round_23|贤 者 盾 
itm_shield_round_23_pl|贤 者 盾 
itm_shield_round_24|福 音 盾 
itm_shield_round_24_pl|福 音 盾 
itm_shield_heater_c|战 盾 
itm_shield_heater_c_pl|战 盾 
itm_shield_battle_01|黄 底 黑 狮 战 盾 
itm_shield_battle_01_pl|黄 底 黑 狮 战 盾 
itm_shield_battle_03|蓝 底 白 花 战 盾 
itm_shield_battle_03_pl|蓝 底 白 花 战 盾 
itm_shield_battle_04|黑 白 双 色 铃 铛 战 盾 
itm_shield_battle_04_pl|黑 白 双 色 铃 铛 战 盾 
itm_shield_battle_05|异 端 战 盾 
itm_shield_battle_05_pl|异 端 战 盾 
itm_shield_battle_02|狮 骑 士 战 盾 
itm_shield_battle_02_pl|狮 骑 士 战 盾 
itm_tab_shield_kite_a|旧 筝 形 盾 
itm_tab_shield_kite_a_pl|旧 筝 形 盾 
itm_tab_shield_kite_b|简 易 筝 形 盾 
itm_tab_shield_kite_b_pl|简 易 筝 形 盾 
itm_tab_shield_kite_c|筝 形 盾 
itm_tab_shield_kite_c_pl|筝 形 盾 
itm_tab_shield_kite_d|重 型 筝 形 盾 
itm_tab_shield_kite_d_pl|重 型 筝 形 盾 
itm_tab_shield_kite_cav_a|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_a_pl|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_b|骑 士 筝 形 盾 
itm_tab_shield_kite_cav_b_pl|骑 士 筝 形 盾 
itm_norman_shield_7|筝 形 盾 
itm_norman_shield_7_pl|筝 形 盾 
itm_norman_shield_8|筝 形 盾 
itm_norman_shield_8_pl|筝 形 盾 
itm_fur_covered_shield|蒙 皮 盾 
itm_fur_covered_shield_pl|蒙 皮 盾 
itm_norman_shield_1|金 色 海 马 筝 形 盾 
itm_norman_shield_1_pl|金 色 海 马 筝 形 盾 
itm_norman_shield_2|金 红 双 色 筝 形 盾 
itm_norman_shield_2_pl|金 红 双 色 筝 形 盾 
itm_norman_shield_3|金 黑 双 色 筝 形 盾 
itm_norman_shield_3_pl|金 黑 双 色 筝 形 盾 
itm_shield_kite_ornate|华 丽 筝 形 盾 
itm_shield_kite_ornate_pl|华 丽 筝 形 盾 
itm_norman_shield_4|蓝 底 十 字 筝 形 盾 
itm_norman_shield_4_pl|蓝 底 十 字 筝 形 盾 
itm_norman_shield_5|蓝 底 白 狮 筝 形 盾 
itm_norman_shield_5_pl|蓝 底 白 狮 筝 形 盾 
itm_norman_shield_6|金 底 蓝 龙 筝 形 盾 
itm_norman_shield_6_pl|金 底 蓝 龙 筝 形 盾 
itm_shield_tear_simple|泪 形 盾 
itm_shield_tear_simple_pl|泪 形 盾 
itm_shield_empire_infantry|帝 国 军 团 筝 形 盾 
itm_shield_empire_infantry_pl|帝 国 军 团 筝 形 盾 
itm_noldor_ench_shield|诺 多 附 魔 盾 牌 
itm_noldor_ench_shield_pl|诺 多 附 魔 盾 牌 
itm_tab_shield_pavise_a|旧 阔 盾 
itm_tab_shield_pavise_a_pl|旧 阔 盾 
itm_tab_shield_pavise_b|简 易 阔 盾 
itm_tab_shield_pavise_b_pl|简 易 阔 盾 
itm_tab_shield_pavise_c|阔 盾 
itm_tab_shield_pavise_c_pl|阔 盾 
itm_tab_shield_pavise_d|重 型 阔 盾 
itm_tab_shield_pavise_d_pl|重 型 阔 盾 
itm_tab_shield_heater_a|旧 扇 形 盾 
itm_tab_shield_heater_a_pl|旧 扇 形 盾 
itm_tab_shield_heater_b|简 易 扇 形 盾 
itm_tab_shield_heater_b_pl|简 易 扇 形 盾 
itm_tab_shield_heater_c|扇 形 盾 
itm_tab_shield_heater_c_pl|扇 形 盾 
itm_tab_shield_heater_d|重 型 扇 形 盾 
itm_tab_shield_heater_d_pl|重 型 扇 形 盾 
itm_tab_shield_heater_cav_a|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_a_pl|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_b|骑 士 扇 形 盾 
itm_tab_shield_heater_cav_b_pl|骑 士 扇 形 盾 
itm_heater_shield_01|红 底 白 鹰 扇 形 盾 
itm_heater_shield_01_pl|红 底 白 鹰 扇 形 盾 
itm_heater_shield_02|蓝 白 双 色 扇 形 盾 
itm_heater_shield_02_pl|蓝 白 双 色 扇 形 盾 
itm_heater_shield_03|金 色 酢 浆 草 扇 形 盾 
itm_heater_shield_03_pl|金 色 酢 浆 草 扇 形 盾 
itm_heater_shield_04|绿 底 金 色 狂 狮 扇 形 盾 
itm_heater_shield_04_pl|绿 底 金 色 狂 狮 扇 形 盾 
itm_heater_shield_05|白 底 黑 色 飞 马 扇 形 盾 
itm_heater_shield_05_pl|白 底 黑 色 飞 马 扇 形 盾 
itm_heater_shield_06|绿 底 白 色 狮 鹫 扇 形 盾 
itm_heater_shield_06_pl|绿 底 白 色 狮 鹫 扇 形 盾 
itm_heater_shield_07|龙 纹 扇 形 盾 
itm_heater_shield_07_pl|龙 纹 扇 形 盾 
itm_heater_shield_08|白 底 黑 色 独 角 兽 扇 形 盾 
itm_heater_shield_08_pl|白 底 黑 色 独 角 兽 扇 形 盾 
itm_heater_shield_09|红 蓝 四 分 扇 形 盾 
itm_heater_shield_09_pl|红 蓝 四 分 扇 形 盾 
itm_heater_shield_10|红 底 野 猪 扇 形 盾 
itm_heater_shield_10_pl|红 底 野 猪 扇 形 盾 
itm_heater_shield_11|蓝 底 白 花 扇 形 盾 
itm_heater_shield_11_pl|蓝 底 白 花 扇 形 盾 
itm_heater_shield_12|帝 国 扇 形 盾 
itm_heater_shield_12_pl|帝 国 扇 形 盾 
itm_heater_shield_13|飞 龙 骑 士 扇 形 盾 
itm_heater_shield_13_pl|飞 龙 骑 士 扇 形 盾 
itm_heater_shield_14|黑 白 底 红 鹰 扇 形 盾 
itm_heater_shield_14_pl|黑 白 底 红 鹰 扇 形 盾 
itm_heater_shield_15|蓝 底 金 狮 扇 形 盾 
itm_heater_shield_15_pl|蓝 底 金 狮 扇 形 盾 
itm_heater_shield_16|狮 鹫 扇 形 盾 
itm_heater_shield_16_pl|狮 鹫 扇 形 盾 
itm_heater_shield_17|黄 底 黑 鹰 扇 形 盾 
itm_heater_shield_17_pl|黄 底 黑 鹰 扇 形 盾 
itm_heater_shield_18|黑 白 四 分 扇 形 盾 
itm_heater_shield_18_pl|黑 白 四 分 扇 形 盾 
itm_heater_shield_19|黑 白 双 色 扇 形 盾 
itm_heater_shield_19_pl|黑 白 双 色 扇 形 盾 
itm_heater_shield_20|黑 黄 四 分 扇 形 盾 
itm_heater_shield_20_pl|黑 黄 四 分 扇 形 盾 
itm_heater_shield_21|红 底 金 狮 扇 形 盾 
itm_heater_shield_21_pl|红 底 金 狮 扇 形 盾 
itm_heater_shield_22|异 端 扇 形 盾 
itm_heater_shield_22_pl|异 端 扇 形 盾 
itm_heater_shield_23|皇 室 黑 鹿 扇 形 盾 
itm_heater_shield_23_pl|皇 室 黑 鹿 扇 形 盾 
itm_heater_shield_24|红 底 白 色 飞 龙 扇 形 盾 
itm_heater_shield_24_pl|红 底 白 色 飞 龙 扇 形 盾 
itm_heater_shield_25|黑 底 双 头 鹰 啸 扇 形 盾 
itm_heater_shield_25_pl|黑 底 双 头 鹰 啸 扇 形 盾 
itm_heater_shield_26|蓝 底 金 色 十 字 盾 
itm_heater_shield_26_pl|蓝 底 金 色 十 字 盾 
itm_heater_shield_27|红 金 双 色 底 白 狮 扇 形 盾 
itm_heater_shield_27_pl|红 金 双 色 底 白 狮 扇 形 盾 
itm_heater_shield_28|黑 白 双 头 鹰 扇 形 盾 
itm_heater_shield_28_pl|黑 白 双 头 鹰 扇 形 盾 
itm_heater_shield_29|黎 明 骑 士 扇 形 盾 
itm_heater_shield_29_pl|黎 明 骑 士 扇 形 盾 
itm_heater_shield_30|狮 鹫 之 剑 扇 形 盾 
itm_heater_shield_30_pl|狮 鹫 之 剑 扇 形 盾 
itm_heater_shield_31|乌 木 护 手 扇 形 盾 
itm_heater_shield_31_pl|乌 木 护 手 扇 形 盾 
itm_heater_shield_32|凡 卫 扇 形 盾 
itm_heater_shield_32_pl|凡 卫 扇 形 盾 
itm_heater_shield_33|白 花 冒 险 团 扇 形 盾 
itm_heater_shield_33_pl|白 花 冒 险 团 扇 形 盾 
itm_heater_shield_34|艾 格 雷 姆 扇 形 盾 
itm_heater_shield_34_pl|艾 格 雷 姆 扇 形 盾 
itm_heater_shield_35|号 角 召 唤 扇 形 盾 
itm_heater_shield_35_pl|号 角 召 唤 扇 形 盾 
itm_heater_shield_36|鸦 矛 骑 士 扇 形 盾 
itm_heater_shield_36_pl|鸦 矛 骑 士 扇 形 盾 
itm_heater_shield_37|三 贤 者 扇 形 盾 
itm_heater_shield_37_pl|三 贤 者 扇 形 盾 
itm_heater_shield_38|拜 蛇 教 盾 
itm_heater_shield_38_pl|拜 蛇 教 盾 
itm_heater_shield_39|海 蛇 扇 形 盾 
itm_heater_shield_39_pl|海 蛇 扇 形 盾 
itm_heater_shield_40|红 底 金 龙 纹 扇 形 盾 
itm_heater_shield_40_pl|红 底 金 龙 纹 扇 形 盾 
itm_heater_shield_42|狮 湖 城 扇 形 盾 
itm_heater_shield_42_pl|狮 湖 城 扇 形 盾 
itm_wolf_round_shield_1|幽 影 狼 圆 盾 
itm_wolf_round_shield_1_pl|幽 影 狼 圆 盾 
itm_scorpion_round_shield_2|天 蝎 圆 盾 
itm_scorpion_round_shield_2_pl|天 蝎 圆 盾 
itm_phoenix_heater_shield|凤 凰 扇 形 盾 
itm_phoenix_heater_shield_pl|凤 凰 扇 形 盾 
itm_phoenix_battle_shield|凤 凰 战 盾 
itm_phoenix_battle_shield_pl|凤 凰 战 盾 
itm_talon_shield|猎 鹰 利 爪 筝 形 盾 
itm_talon_shield_pl|猎 鹰 利 爪 筝 形 盾 
itm_shield_kite_falcon|猎 鹰 骑 士 筝 形 盾 
itm_shield_kite_falcon_pl|猎 鹰 骑 士 筝 形 盾 
itm_eventide_shield|黄 昏 骑 士 盾 
itm_eventide_shield_pl|黄 昏 骑 士 盾 
itm_anaconda_shield|巨 蟒 带 刺 盾 
itm_anaconda_shield_pl|巨 蟒 带 刺 盾 
itm_asp_shield|角 蝰 盾 
itm_asp_shield_pl|角 蝰 盾 
itm_myst_shield|熊 爪 盾 
itm_myst_shield_pl|熊 爪 盾 
itm_melitine_shield|马 里 廷 泪 形 盾 
itm_melitine_shield_pl|马 里 廷 泪 形 盾 
itm_melitine_metal_shield|马 里 廷 骑 手 盾 
itm_melitine_metal_shield_pl|马 里 廷 骑 手 盾 
itm_shield_empire_immortal|不 朽 者 盾 
itm_shield_empire_immortal_pl|不 朽 者 盾 
itm_shield_ancient_engraved|远 古 铭 文 盾 
itm_shield_ancient_engraved_pl|远 古 铭 文 盾 
itm_shield_heretics_1|异 端 泪 型 盾 
itm_shield_heretics_1_pl|异 端 泪 型 盾 
itm_shield_heretics_2|红 色 巨 力 战 士 盾 
itm_shield_heretics_2_pl|红 色 巨 力 战 士 盾 
itm_shield_heretics_3|金 色 巨 力 战 士 盾 
itm_shield_heretics_3_pl|金 色 巨 力 战 士 盾 
itm_demon_body|带 翼 恶 魔 之 躯 
itm_demon_body_pl|带 翼 恶 魔 之 躯 
itm_demon_legs|恶 魔 之 腿 
itm_demon_legs_pl|恶 魔 之 腿 
itm_demon_hands|恶 魔 之 手 
itm_demon_hands_pl|恶 魔 之 手 
itm_demon_head|恶 魔 之 头 （ 四 角 ） 
itm_demon_head_pl|恶 魔 之 头 （ 四 角 ） 
itm_demon_shield|恶 魔 之 盾 
itm_demon_shield_pl|恶 魔 之 盾 
itm_demon_1h_sword|恶 魔 之 剑 
itm_demon_1h_sword_pl|恶 魔 之 剑 
itm_demon_throwing_axes|恶 魔 飞 斧 
itm_demon_throwing_axes_pl|恶 魔 飞 斧 
itm_wolfbode_armor|沃 夫 伯 德 甲 
itm_wolfbode_armor_pl|沃 夫 伯 德 甲 
itm_wolfbode_axe|沃 夫 伯 德 斧 
itm_wolfbode_axe_pl|沃 夫 伯 德 斧 
itm_wolfbode_boots|沃 夫 伯 德 护 腿 
itm_wolfbode_boots_pl|沃 夫 伯 德 护 腿 
itm_wolfbode_gloves|沃 夫 伯 德 护 手 
itm_wolfbode_gloves_pl|沃 夫 伯 德 护 手 
itm_wolfbode_helmet|沃 夫 伯 德 盔 
itm_wolfbode_helmet_pl|沃 夫 伯 德 盔 
itm_seeress_helm|女 先 知 光 环 
itm_seeress_helm_pl|女 先 知 光 环 
itm_ebony_knight_sword_rusty|黑 剑 
itm_ebony_knight_sword_rusty_pl|黑 剑 
itm_heater_shield_16_rusty|乌 木 扇 形 盾 
itm_heater_shield_16_rusty_pl|乌 木 扇 形 盾 
itm_Cavalas_helm|卡 瓦 拉 之 盔 
itm_Cavalas_helm_pl|卡 瓦 拉 之 盔 
itm_Cavalas_armor|卡 瓦 拉 之 甲 
itm_Cavalas_armor_pl|卡 瓦 拉 之 甲 
itm_Elite_chimera_armor|堕 落 近 卫 板 甲 
itm_Elite_chimera_armor_pl|堕 落 近 卫 板 甲 
itm_Elite_chimera_helm|堕 落 近 卫 角 盔 
itm_Elite_chimera_helm_pl|堕 落 近 卫 角 盔 
itm_Elite_chimera_boots|堕 落 近 卫 护 腿 
itm_Elite_chimera_boots_pl|堕 落 近 卫 护 腿 
itm_Elite_chimera_gauntlet|堕 落 近 卫 臂 铠 （ 连 指 ） 
itm_Elite_chimera_gauntlet_pl|堕 落 近 卫 臂 铠 （ 连 指 ） 
itm_Cavalas_sword|卡 瓦 拉 之 剑 
itm_Cavalas_sword_pl|卡 瓦 拉 之 剑 
itm_Elite_chimera_shield|堕 落 近 卫 扇 形 盾 
itm_Elite_chimera_shield_pl|堕 落 近 卫 扇 形 盾 
itm_Elite_chimera_warhorse|堕 落 近 卫 战 马 
itm_Elite_chimera_warhorse_pl|堕 落 近 卫 战 马 
itm_Cavalas_warhorse|卡 瓦 拉 战 马 
itm_Cavalas_warhorse_pl|卡 瓦 拉 战 马 
itm_Chimera_helm|奇 美 拉 头 盔 
itm_Chimera_helm_pl|奇 美 拉 头 盔 
itm_Chimera_armor|奇 美 拉 板 甲 
itm_Chimera_armor_pl|奇 美 拉 板 甲 
itm_Chimera_shield|奇 美 拉 扇 形 盾 
itm_Chimera_shield_pl|奇 美 拉 扇 形 盾 
itm_Chimera_gauntlet|奇 美 拉 臂 铠 （ 连 指 ） 
itm_Chimera_gauntlet_pl|奇 美 拉 臂 铠 （ 连 指 ） 
itm_Chimera_boots|奇 美 拉 护 胫 
itm_Chimera_boots_pl|奇 美 拉 护 胫 
itm_Chimera_lance|奇 美 拉 骑 士 枪 
itm_Chimera_lance_pl|奇 美 拉 骑 士 枪 
itm_Dire_sickle|恐 惧 镰 刀 
itm_Dire_sickle_pl|恐 惧 镰 刀 
itm_Demon_ebonysword|诅 咒 乌 木 剑 
itm_Demon_ebonysword_pl|诅 咒 乌 木 剑 
itm_Demon_morningstar|诅 咒 钉 锤 
itm_Demon_morningstar_pl|诅 咒 钉 锤 
itm_Chimera_warhorse|奇 美 拉 重 装 战 马 
itm_Chimera_warhorse_pl|奇 美 拉 重 装 战 马 
itm_Chimera_warhorse2|奇 美 拉 战 马 
itm_Chimera_warhorse2_pl|奇 美 拉 战 马 
itm_Demon_spirit_horse|堕 落 精 灵 马 
itm_Demon_spirit_horse_pl|堕 落 精 灵 马 
itm_Cavalas_shield|卡 瓦 拉 之 盾 
itm_Cavalas_shield_pl|卡 瓦 拉 之 盾 
itm_Death_armor|亡 灵 军 团 甲 
itm_Death_armor_pl|亡 灵 军 团 甲 
itm_Death_shield|亡 灵 军 团 盾 
itm_Death_shield_pl|亡 灵 军 团 盾 
itm_eunomia_manifest|尤 诺 米 亚 之 证 
itm_eunomia_manifest_pl|尤 诺 米 亚 之 证 
itm_book_Rane|长 歌 港 守 城 记 
itm_book_Rane_pl|长 歌 港 守 城 记 
itm_griffon_grandmaster_full_plate_armor|狮 鹫 骑 士 大 团 长 全 身 板 甲 
